Incident ID,Incident Date,State,City Or County,Address,killed,injured,Operations,lat,lon,killed_injured
1189717,17-Aug-18,Illinois,Chicago,1600 block of W 65th St,0,7,N/A,41.78,-87.66,7
1188597,15-Aug-18,South Carolina,Greenwood,104 Mimosa Ct,0,5,N/A,34.21,-82.1,5
1186888,14-Aug-18,Pennsylvania,Wyncote,1000 S Easton Rd,0,5,N/A,40.08,-75.17,5
1185520,12-Aug-18,California,Clearlake,4786 Yarrington Ct,4,1,N/A,38.95,-122.63,5
1185622,12-Aug-18,Pennsylvania,Pittsburgh (East Liberty),5600 block of Broad St,0,4,N/A,40.46,-79.93,4
1186061,11-Aug-18,California,San Francisco,Geneva St and Mission St,1,4,N/A,37.72,-122.44,5
1184607,11-Aug-18,Colorado,Thornton,4050 E 100th Ave,1,3,N/A,39.88,-104.94,4
1185040,11-Aug-18,Ohio,Columbus,1280 Summit St,0,4,N/A,39.99,-83,4
1184992,10-Aug-18,Missouri,Saint Louis,1515 N 13th St,0,4,N/A,38.64,-90.19,4
1184206,10-Aug-18,Michigan,Detroit,6300 block of Vinewood St,0,4,N/A,42.35,-83.11,4
1182893,8-Aug-18,New Jersey,Paterson,Mercer St and Franklin St,0,4,N/A,40.93,-74.16,4
1182717,8-Aug-18,Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,N/A,39.99,-75.15,6
1179935,5-Aug-18,Illinois,Chicago,50 block of N Leclaire Ave,1,4,N/A,41.88,-87.75,5
1179619,5-Aug-18,Illinois,Chicago,1300 block of S Millard Ave,1,5,N/A,41.86,-87.72,6
1179607,5-Aug-18,Illinois,Chicago,1300 block of W 76th St,0,8,N/A,41.76,-87.66,8
1179677,5-Aug-18,Illinois,Chicago,900 block of S Karlov Ave,0,4,N/A,41.87,-87.73,4
1179644,5-Aug-18,Illinois,Chicago,1600 block of S Avers Ave,0,4,N/A,41.86,-87.72,4
1179810,4-Aug-18,Nevada,Las Vegas,3400 block of Coran Ln,0,6,N/A,36.2,-115.18,6
1180161,4-Aug-18,Missouri,Kansas City,E 18th St and Highland Ave,0,6,N/A,39.09,-94.56,6
1179805,4-Aug-18,Illinois,Chicago,1600 block of N Leclaire Ave,1,3,N/A,41.91,-87.75,4
1179589,4-Aug-18,Wisconsin,Milwaukee,40th St and Vliet St,0,4,N/A,43.05,-87.96,4
1176169,31-Jul-18,California,Gardena,1212 West 135th Street,2,3,N/A,33.91,-118.3,5
1177024,30-Jul-18,Georgia,Savannah,12328 Largo Dr,0,4,N/A,31.98,-81.15,4
1175571,30-Jul-18,Illinois,Chicago,1200 block of S Avers Ave,0,4,N/A,41.87,-87.72,4
1174423,29-Jul-18,Pennsylvania,York,100 block of E Maple St,0,4,N/A,39.96,-76.72,4
1174960,29-Jul-18,Arizona,Phoenix,2501 E Van Buren St,1,4,N/A,33.45,-112.03,5
1174990,29-Jul-18,Michigan,Lansing,Spring and River Street,0,4,N/A,42.72,-84.55,4
1174190,28-Jul-18,Louisiana,New Orleans,3400 S Claiborne Ave,3,7,N/A,29.94,-90.1,10
1174527,28-Jul-18,California,Los Angeles,8801 S Vermont Ave,2,4,N/A,33.96,-118.29,6
1173476,27-Jul-18,Texas,Robstown,603 East Ave J,5,0,N/A,27.8,-97.66,5
1173637,27-Jul-18,Illinois,Chicago,1100 block of S Troy St,0,4,N/A,41.87,-87.7,4
1172224,26-Jul-18,Ohio,Cleveland,18416 St Clair Ave,1,6,N/A,41.57,-81.55,7
1173069,26-Jul-18,California,Oakland,73rd Ave and Bancroft Ave,2,2,N/A,37.77,-122.18,4
1172403,26-Jul-18,Texas,Dallas,3019 South Blvd,0,6,N/A,32.77,-96.77,6
1172333,25-Jul-18,Louisiana,New Orleans,7000 block of Bullard Ave,0,4,N/A,30.05,-89.96,4
1170482,23-Jul-18,Illinois,Chicago,6400 block of S May St,0,5,N/A,41.78,-87.65,5
1168828,21-Jul-18,Maryland,Baltimore,1000 block of Dundalk Ave,0,4,N/A,39.28,-76.54,4
1169103,21-Jul-18,Illinois,Chicago,3100 block of W Fulton St,2,5,N/A,41.89,-87.7,7
1169656,20-Jul-18,Washington,Sunnyside,500 block of S 15th St,1,4,N/A,46.32,-120,5
1167806,20-Jul-18,New Jersey,Elizabeth,323 Irvington Ave,0,4,N/A,40.67,-74.22,4
1166302,18-Jul-18,Oklahoma,Oklahoma City,7201 Melrose Ln,0,4,N/A,35.47,-97.64,4
1165214,16-Jul-18,Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4,N/A,26.78,-80.09,6
1165183,16-Jul-18,District of Columbia,Washington,300 block of 53rd St NE,1,4,N/A,38.89,-76.93,5
1165299,16-Jul-18,Pennsylvania,Philadelphia,2100 block of N 4th St,1,4,N/A,39.98,-75.14,5
1164167,15-Jul-18,Colorado,Denver,50th Ave and Grant St,0,4,N/A,39.79,-104.98,4
1164110,15-Jul-18,Tennessee,Chattanooga,1400 Cowart St,0,5,N/A,35.04,-85.31,5
1163947,14-Jul-18,Maryland,Fort Washington,9500 block of Fort Foote Rd,0,4,N/A,38.76,-77.02,4
1162785,13-Jul-18,Virginia,Richmond,1401 Roseneath Rd,1,3,N/A,37.57,-77.47,4
1162687,12-Jul-18,Tennessee,Memphis,3678 Powers Rd,0,5,N/A,35.23,-89.91,5
1162437,11-Jul-18,Texas,Houston,9550 Bissonnet St,0,4,N/A,29.68,-95.55,4
1161230,11-Jul-18,Florida,Reddick,16300 block of NW Gainesville Rd,0,4,N/A,29.39,-82.21,4
1159820,9-Jul-18,Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4,N/A,28.46,-81.4,5
1160253,9-Jul-18,Delaware,Wilmington,2709 Ferris Rd,5,0,N/A,39.74,-75.62,5
1160418,8-Jul-18,Alabama,Brandon,565 US-80,0,6,N/A,32.5,-87.85,6
1159528,8-Jul-18,Tennessee,Memphis,Mount Moriah Rd and Mendenhall Rd,0,4,N/A,35.08,-89.89,4
1158826,7-Jul-18,Alabama,Wetumpka,135 Granite Way,3,2,N/A,32.47,-86.12,5
1156480,5-Jul-18,New York,Brooklyn,280 Herkimer St,0,4,N/A,40.68,-73.94,4
1157073,5-Jul-18,New York,Albany,First St and Lexington Ave,0,4,N/A,42.66,-73.76,4
1156528,5-Jul-18,California,Los Angeles,1600 block of W. 2nd Street,3,3,N/A,34.06,-118.26,6
1156638,5-Jul-18,Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6,N/A,36.85,-75.97,6
1157733,5-Jul-18,Ohio,Lima,1440 Bellefontaine Ave,1,5,N/A,40.73,-84.08,6
1155906,4-Jul-18,Georgia,Atlanta,5456 E Fayetteville Rd,1,3,N/A,33.73,-84.32,4
1155567,3-Jul-18,Missouri,Saint Louis,1700 block of Billups Ave,1,5,N/A,38.66,-90.24,6
1154998,3-Jul-18,District of Columbia,Washington,1700 block of Benning Rd NE,0,4,N/A,38.9,-76.98,4
1154558,2-Jul-18,New York,Buffalo,Grape St,2,2,N/A,42.9,-78.86,4
1153997,1-Jul-18,Illinois,Chicago,3400 block of W Walnut Ave,0,6,N/A,41.89,-87.71,6
1153531,30-Jun-18,Maryland,Baltimore,4000 block of Penhurst Ave,0,6,N/A,39.34,-76.69,6
1153134,30-Jun-18,Georgia,Ashburn,800 Block of W. Washington,1,6,N/A,31.7,-83.67,7
1153471,30-Jun-18,New Jersey,Jersey City,Lexington Ave and John F Kennedy Blvd,0,5,N/A,40.72,-74.08,5
1151584,28-Jun-18,Maryland,Annapolis,888 Bestgate Rd,5,0,N/A,38.99,-76.54,5
1151355,27-Jun-18,California,Oakland,8901 MacArthur Boulevard,1,3,N/A,37.76,-122.16,4
1151527,27-Jun-18,Texas,San Antonio,100 block of Holly Street,0,4,N/A,29.42,-98.54,4
1151373,27-Jun-18,Connecticut,Hartford,124 Hillside Ave,0,4,N/A,41.75,-72.7,4
1149910,25-Jun-18,Illinois,Chicago,3900 block of S Vincennes Ave,0,6,N/A,41.82,-87.61,6
1148468,24-Jun-18,North Carolina,Sanford,109 S Steele St,1,6,N/A,35.48,-79.18,7
1148678,24-Jun-18,Florida,Punta Gorda,2450 Harbour Dr,0,4,N/A,26.99,-82,4
1148647,24-Jun-18,Florida,Indiantown,17068 SW Palm Beach St,0,4,N/A,27.02,-80.49,4
1149173,24-Jun-18,Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3,N/A,26.79,-80.07,4
1149463,24-Jun-18,Indiana,Gary,2500 block of Harrison Street,1,3,N/A,41.57,-87.35,4
1148596,24-Jun-18,Ohio,Sandusky,1504 Milan Rd,0,5,N/A,41.44,-82.7,5
1148042,23-Jun-18,Kansas,Wichita,1403 Harding  St,0,4,N/A,37.71,-97.28,4
1147720,23-Jun-18,Illinois,Chicago,100 block of East 51st St,1,4,N/A,41.8,-87.62,5
1161366,23-Jun-18,Tennessee,Covington,319 N High St,0,4,N/A,35.57,-89.65,4
1147323,22-Jun-18,Pennsylvania,Homestead (Munhall),1324 Margaret St,1,3,N/A,40.4,-79.9,4
1146968,21-Jun-18,California,San Bernardino,279 W Base Line,1,3,N/A,34.12,-117.29,4
1146760,21-Jun-18,Louisiana,Morganza,Deaton Ln,0,4,N/A,30.71,-91.56,4
1146547,21-Jun-18,Illinois,Chicago,6500 block of S Claremont Ave,0,4,N/A,41.78,-87.68,4
1145709,20-Jun-18,California,Modesto,2300 block of West Hatch Road,0,5,N/A,37.61,-121.03,5
1145881,19-Jun-18,Alabama,Huntsville,905 Lee Dr NW,0,4,N/A,34.73,-86.6,4
1144852,18-Jun-18,Illinois,Bloomington,311 Riley Dr,3,1,N/A,40.49,-88.96,4
1143558,18-Jun-18,Illinois,Chicago,1300 block of S Loomis St,2,3,N/A,41.87,-87.66,5
1143135,17-Jun-18,North Carolina,Charlotte,3215 Queen City Dr,0,4,N/A,35.24,-80.92,4
1142789,17-Jun-18,New Jersey,Trenton,635 S Clinton Ave,1,19,N/A,40.21,-74.75,20
1143081,17-Jun-18,Georgia,Macon,325 Edgewood Ln,1,3,N/A,32.82,-83.64,4
1143524,17-Jun-18,Illinois,Chicago,2200 block of S Sacramento Ave,0,4,N/A,41.85,-87.7,4
1141645,14-Jun-18,California,Union City,32992 Mission Blvd,0,5,N/A,37.61,-122.02,5
1141745,14-Jun-18,New York,Buffalo,Marigold Ave,1,4,N/A,42.93,-78.83,5
1141943,14-Jun-18,California,Tracy,West 6th Street,1,4,N/A,37.74,-121.43,5
1141108,14-Jun-18,Colorado,Westminster,5150 W 80th Ave,1,3,N/A,39.84,-105.05,4
1142145,14-Jun-18,Pennsylvania,Philadelphia,400 block of Penn St,0,4,N/A,40.03,-75.18,4
1139320,12-Jun-18,New York,Bronx,W 166th St and  Summit Ave,0,4,N/A,40.84,-73.93,4
1139176,11-Jun-18,Alabama,Montgomery,3220 block of Virginia Pines Ln,0,4,N/A,32.31,-86.24,4
1138324,11-Jun-18,Florida,Orlando,4932 Eaglesmere Dr,6,0,N/A,28.49,-81.47,6
1137435,10-Jun-18,California,Valley Village,12719 Tiara St,0,6,N/A,34.18,-118.41,6
1137586,10-Jun-18,Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4,N/A,39.84,-86.04,5
1137547,10-Jun-18,Illinois,Aurora,300 block of W Park Ave,0,7,N/A,41.76,-88.32,7
1137600,10-Jun-18,Florida,Bradenton,5627 14th St W,1,5,N/A,27.44,-82.57,6
1137473,10-Jun-18,Illinois,Chicago,6400 block of S Eberhart Ave,1,5,N/A,41.78,-87.61,6
1137848,10-Jun-18,Illinois,Bloomington,1200 block of Orchard Rd,2,2,N/A,40.49,-88.95,4
1137737,9-Jun-18,North Carolina,Kannapolis,1709 S Cannon Blvd,0,4,N/A,35.47,-80.61,4
1136928,9-Jun-18,Massachusetts,Boston,14 Copeland St,0,4,N/A,42.32,-71.08,4
1137402,9-Jun-18,Pennsylvania,Philadelphia,2000 block of 20th St,1,4,N/A,39.93,-75.18,5
1134378,5-Jun-18,Florida,Jacksonville,Town Center Pkwy,3,1,N/A,30.26,-81.53,4
1132408,3-Jun-18,Texas,Dallas,4500 Spring Ave,0,5,N/A,32.77,-96.74,5
1131909,3-Jun-18,Illinois,Chicago,1200 block of W 73rd Pl,1,3,N/A,41.76,-87.65,4
1131855,2-Jun-18,Nebraska,Omaha,S 11th St and Farnam St,1,6,N/A,41.26,-95.93,7
1132050,2-Jun-18,New York,Buffalo,Strauss Street,0,5,N/A,42.9,-78.84,5
1129432,31-May-18,South Carolina,Timmonsville,544 Chaney Grove Rd,3,2,N/A,34.1,-79.98,5
1126712,27-May-18,Louisiana,Shreveport,857 E Stoner Ave,0,4,N/A,32.5,-93.72,4
1126434,27-May-18,Colorado,Aurora,15373 E 6th Ave,1,3,N/A,39.73,-104.81,4
1124777,25-May-18,Ohio,Cincinnati,1000 block of Ross Avenue,0,4,N/A,39.11,-84.58,4
1122728,20-May-18,Indiana,Anderson,1604 Madison Ave,0,4,N/A,40.1,-85.69,4
1121111,20-May-18,Mississippi,Hazlehurst,513 Monticello St,1,7,N/A,31.85,-90.39,8
1118785,18-May-18,Texas,Santa Fe,16000 Hwy 6,10,13,N/A,29.39,-95.14,23
1116705,16-May-18,Texas,Ponder,610 Lone Star Park Ln,5,1,N/A,33.18,-97.29,6
1115110,14-May-18,Maryland,Baltimore,2020 Etting St,0,4,N/A,39.31,-76.64,4
1114725,13-May-18,California,Los Angeles,365 W Manchester Avenue,2,2,N/A,33.96,-118.28,4
1115051,13-May-18,California,Stockton,2436 Belleview St,3,2,N/A,37.93,-121.26,5
1114402,13-May-18,Mississippi,Byhalia,French Rd and Berta Rd,0,4,N/A,34.85,-89.62,4
1114276,12-May-18,Nebraska,Omaha,3201 Decatur St,0,6,N/A,41.28,-95.96,6
1113538,12-May-18,New Jersey,Paulsboro,275 W Buck St,0,4,N/A,39.83,-75.25,4
1113737,11-May-18,Missouri,Saint Louis,4800 block of Farlin Ave,0,4,N/A,38.68,-90.24,4
1112948,11-May-18,Oklahoma,Talihina,2nd St and Dallas St,1,4,N/A,34.75,-95.05,5
1111950,9-May-18,Missouri,Saint Louis,5200 block of Minerva Avenue,0,4,N/A,38.66,-90.27,4
1111649,9-May-18,Nebraska,Omaha,Sahler St and N 48th St,0,4,N/A,41.3,-95.99,4
1110399,7-May-18,California,San Diego,15th St and J St,0,5,N/A,32.71,-117.15,5
1108856,6-May-18,Oklahoma,Stillwater,2020 East Lakeview Road,0,4,N/A,36.15,-97.04,4
1109322,6-May-18,Tennessee,Memphis,499 N Watkins St,2,4,N/A,35.15,-90.01,6
1108879,5-May-18,Georgia,Columbus,4944 Sentry Street,0,5,N/A,32.45,-84.91,5
1110773,4-May-18,North Carolina,Henderson,519 Hilliard St,0,4,N/A,36.32,-78.4,4
1109928,4-May-18,Illinois,Chicago Heights,200 block of E 23rd St,0,4,N/A,41.49,-87.63,4
1106451,2-May-18,Illinois,Chicago,3500 block of W Grenshaw St,1,4,N/A,41.87,-87.71,5
1106557,2-May-18,Minnesota,Minneapolis,2400 block of Ogema Place,0,5,N/A,44.96,-93.24,5
1106432,2-May-18,New York,Brooklyn,333 Bristol St,1,4,N/A,40.66,-73.91,5
1105061,1-May-18,Louisiana,New Orleans,3200 block of Saint Claude Ave,0,5,N/A,29.97,-90.04,5
1103454,30-Apr-18,Florida,Pompano Beach,4251 N Dixie Hwy,0,4,N/A,26.28,-80.11,4
1103465,30-Apr-18,District of Columbia,Washington,3600 block of New York Ave NE,0,4,N/A,38.92,-76.96,4
1103423,29-Apr-18,Tennessee,Wartburg,519 South Kingston St,0,4,N/A,36.1,-84.59,4
1102808,29-Apr-18,Washington,Seattle (Skyway),12603 Renton Ave S,2,2,N/A,47.49,-122.24,4
1103045,29-Apr-18,North Carolina,Monroe,1500 block of Massey St,1,3,N/A,34.99,-80.53,4
1102900,29-Apr-18,Florida,West Palm Beach,1969 S Military Trail,1,3,N/A,26.65,-80.11,4
1102559,28-Apr-18,North Carolina,Maxton,Modest Rd,0,5,N/A,34.81,-79.31,5
1100691,25-Apr-18,Arkansas,Pine Bluff,300 block of West 24th Street,0,4,N/A,34.21,-92.01,4
1100852,25-Apr-18,Missouri,Saint Louis,1151 Northdale Dr,3,1,N/A,38.79,-90.2,4
1099516,24-Apr-18,Michigan,Flint,2200 block of Ave A,0,4,N/A,43.04,-83.7,4
1096826,22-Apr-18,Tennessee,Antioch,3571 Murfreesboro Pike,4,3,N/A,36.05,-86.62,7
1097700,22-Apr-18,Louisiana,New Orleans,1900 block of St Roch Ave,2,4,N/A,29.98,-90.05,6
1096232,21-Apr-18,Pennsylvania,Philadelphia,1800 block of W Diamond St,2,2,N/A,39.99,-75.16,4
1096388,20-Apr-18,California,San Francisco,3rd Street and Quesada Ave,1,5,N/A,37.73,-122.39,6
1095043,18-Apr-18,North Carolina,Asheville,73 Hansel Ave,4,3,N/A,35.59,-82.58,7
1092279,15-Apr-18,Louisiana,Shreveport,6956 Jewella Ave,0,6,N/A,32.44,-93.8,6
1088778,9-Apr-18,California,Vallejo,201 Maine St,0,4,N/A,38.1,-122.26,4
1087153,8-Apr-18,North Carolina,Hickory,247 1st Ave NW,1,3,N/A,35.73,-81.34,4
1087021,8-Apr-18,Florida,Miami,1300 block of NW 63rd Terrace,2,2,N/A,25.83,-80.22,4
1086773,6-Apr-18,Florida,Jacksonville,6100 block of Transylvania Ave,0,4,N/A,30.25,-81.74,4
1086966,6-Apr-18,Virginia,Virginia Beach,5800 block of Pickering St,1,3,N/A,36.86,-76.18,4
1084847,4-Apr-18,Louisiana,New Orleans,3300 Garden Oaks Drive,2,2,N/A,29.92,-90.02,4
1083552,2-Apr-18,Texas,Houston,8500 block of Redcliff Rd,1,3,N/A,29.9,-95.52,4
1083011,1-Apr-18,Alabama,Mobile,3556 Halls Mill Rd,1,4,N/A,30.64,-88.12,5
1082835,1-Apr-18,Michigan,Saginaw,600 block of Yale St,0,5,N/A,43.42,-83.98,5
1082273,31-Mar-18,New Jersey,Asbury Park,Atlantic Ave and Monmouth Ave,0,5,N/A,40.22,-74.02,5
1080234,29-Mar-18,Texas,Plano,7401 Alma Dr,1,3,N/A,33.08,-96.71,4
1080442,29-Mar-18,New Jersey,Camden,Kaighn Ave and Haddon Ave,0,4,N/A,39.93,-75.1,4
1077180,24-Mar-18,Utah,Salt Lake City (West Valley City),3180 South 5600 West,0,4,N/A,40.7,-112.03,4
1074886,21-Mar-18,California,San Francisco,949 Geneva Ave,1,5,N/A,37.72,-122.44,6
1071427,17-Mar-18,Kentucky,Louisville,2928 W Kentucky St,0,7,N/A,38.24,-85.8,7
1071381,17-Mar-18,Illinois,Harvey,16700 S Halsted St,0,4,N/A,41.59,-87.64,4
1078612,13-Mar-18,Florida,Macclenny,South Blvd,0,4,N/A,30.28,-82.11,4
1068615,12-Mar-18,California,Modesto,2000 block of Robertson Rd,0,4,N/A,37.61,-121.02,4
1067061,11-Mar-18,Indiana,South Bend,800 block of E Dayton St,0,6,N/A,41.66,-86.24,6
1067264,11-Mar-18,Illinois,Champaign,700 block of N Hickory St,1,3,N/A,40.12,-88.24,4
1067296,11-Mar-18,Michigan,Saginaw,Cumberland Ave and Hess St,1,4,N/A,43.4,-83.91,5
1066594,9-Mar-18,North Carolina,Wadesboro,1300 E Caswell St,3,1,N/A,34.96,-80.05,4
1064514,7-Mar-18,Alabama,Hurtsboro,531 Main Street,2,2,N/A,32.24,-85.41,4
1062466,4-Mar-18,Illinois,Rockford,426 Howard Ave,1,4,N/A,42.27,-89.12,5
1061748,3-Mar-18,New York,Brooklyn,Kings Highway and Utica Avenue,1,3,N/A,40.63,-73.93,4
1062123,3-Mar-18,Florida,Miami,1300 Block of NW 62nd Ln,0,4,N/A,25.83,-80.22,4
1059559,27-Feb-18,Connecticut,Bridgeport,1306 Stratford Ave,0,4,N/A,41.18,-73.16,4
1057518,26-Feb-18,Michigan,Detroit,22700 Fenkell Ave,5,0,N/A,42.4,-83.27,5
1056240,23-Feb-18,Florida,Palm Beach Gardens (Riviera Beach),W 23rd St,1,3,N/A,26.78,-80.08,4
1052372,18-Feb-18,Texas,San Antonio,2893 Cinema Ridge,0,5,N/A,29.46,-98.62,5
1052035,17-Feb-18,Kansas,Kansas City,1615 Minnesota,1,7,N/A,39.12,-94.65,8
1051407,17-Feb-18,Tennessee,Memphis,3188 N Watkins Ave,0,5,N/A,35.21,-90,5
1051291,16-Feb-18,Oklahoma,Oklahoma City,1700 block of SW 15,1,3,N/A,35.45,-97.54,4
1049217,14-Feb-18,Florida,Pompano Beach (Parkland),5901 Pine Island Rd,17,17,N/A,26.3,-80.27,34
1049024,13-Feb-18,Louisiana,New Orleans,5400 block of Andry St,2,3,N/A,29.97,-90.02,5
1047761,11-Feb-18,Michigan,Detroit,19432 Lamont St,4,3,N/A,42.44,-83.05,7
1046961,10-Feb-18,Kentucky,Paintsville,413 Mill St,5,0,N/A,37.82,-82.81,5
1044234,7-Feb-18,Florida,Lake Worth (Lantana),I-95 and W Lantana Rd,3,3,N/A,26.59,-80.06,6
1043447,5-Feb-18,Colorado,Colorado Springs,4225 Galley Rd,2,4,N/A,38.85,-104.75,6
1042280,3-Feb-18,Ohio,Cleveland (Garfield Heights),11321 Broadway Ave,1,5,N/A,41.43,-81.61,6
1040815,31-Jan-18,Missouri,Saint Louis,Goodfellow Blvd and Dr Martin Luther King Dr,0,4,N/A,38.67,-90.28,4
1037529,28-Jan-18,Pennsylvania,Melcroft,1301 Indian Creek Valley Rd,5,0,N/A,40.05,-79.39,5
1037515,28-Jan-18,Indiana,Indianapolis,1313 N Sherman Dr,2,3,N/A,39.79,-86.1,5
1038429,28-Jan-18,Pennsylvania,Reading,123 S 3rd St,4,0,N/A,40.33,-75.93,4
1037438,27-Jan-18,Kentucky,Bowling Green,645 Pearl Street,0,4,N/A,37.01,-86.45,4
1037541,27-Jan-18,California,Los Angeles,243 East 119th St,0,5,N/A,33.92,-118.27,5
1035803,25-Jan-18,District of Columbia,Washington,1600 block of Kenilworth Ave NE,0,4,N/A,38.91,-76.94,4
1033262,23-Jan-18,Kentucky,Benton,416 High School Rd,2,14,N/A,36.91,-88.33,16
1034205,23-Jan-18,Pennsylvania,Philadelphia,N 24th St and Ridge Ave,0,4,N/A,39.98,-75.17,4
1032393,21-Jan-18,Florida,Orlando,3101 Willow Bend Blvd,0,4,N/A,28.58,-81.44,4
1031851,21-Jan-18,Illinois,Chicago,3200 W Division St,0,4,N/A,41.9,-87.71,4
1029095,17-Jan-18,District of Columbia,Washington,2000 block of 16th St SE,1,3,N/A,38.87,-76.98,4
1042072,15-Jan-18,Florida,Alachua,14223 NW 156th Pl,0,5,N/A,29.8,-82.5,5
1026804,14-Jan-18,Alabama,Eutaw,809 Mesopotamia St,1,4,N/A,32.85,-87.9,5
1027013,14-Jan-18,Alabama,Madison,101 Westchester Dr,0,4,N/A,34.67,-86.76,4
1025673,12-Jan-18,Tennessee,Nashville,2614 Jenkins Ct,3,2,N/A,36.18,-86.82,5
1025272,11-Jan-18,Missouri,Saint Robert (St Robert),St Robert Outer Road and Houston Road,2,2,N/A,37.83,-92.1,4
1022067,7-Jan-18,Alabama,Union Springs,US-29,1,5,N/A,32.14,-85.71,6
1022055,7-Jan-18,Florida,Plantation,5225 W Broward Blvd,0,4,N/A,26.12,-80.22,4
1021788,5-Jan-18,Mississippi,Hattiesburg,6168 US 49,0,6,N/A,31.33,-89.33,6
1020574,4-Jan-18,Arkansas,Brinkley,615 W 6th St,1,3,N/A,34.9,-91.2,4
1018295,1-Jan-18,Alabama,Huntsville,2025 Sparkman Dr NW,1,3,N/A,34.76,-86.59,4
1017372,31-Dec-17,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,N/A,39.57,-104.95,8
1017422,31-Dec-17,Illinois,Chicago,2335 Howard St,0,4,N/A,42.02,-87.69,4
1018118,31-Dec-17,New Jersey,Long Branch,635 Wall St,4,0,N/A,40.29,-74,4
1015666,27-Dec-17,Nevada,Las Vegas,3750 E Bonanza Rd,2,2,N/A,36.18,-115.09,4
1015336,26-Dec-17,Florida,Miami,NW 18th Ave and 86th Ter,0,5,N/A,25.85,-80.23,5
1013983,24-Dec-17,Mississippi,Vicksburg,1111 Mulberry Street,0,5,N/A,32.35,-90.88,5
1014052,24-Dec-17,Alabama,Troy,100 block of Chapman St,1,4,N/A,31.81,-85.96,5
1014971,23-Dec-17,Louisiana,Eunice,100 block of City Avenue,1,3,N/A,30.48,-92.4,4
1013377,23-Dec-17,Alabama,Birmingham,3rd Ave N and 9th St N,0,4,N/A,33.51,-86.82,4
1011953,21-Dec-17,Pennsylvania,Philadelphia,6600 block of Dorel St,1,3,N/A,39.92,-75.23,4
1012704,21-Dec-17,Louisiana,Lafayette,1500 block of N University Avenue,0,4,N/A,30.25,-92.03,4
1009629,16-Dec-17,Mississippi,Mc Cool (Mccool),Ferguson Rd,0,4,N/A,33.18,-89.44,4
1008310,15-Dec-17,California,Pacoima,13041 Jouett Street,0,5,N/A,34.27,-118.42,5
1007054,13-Dec-17,Ohio,Columbus,200 block of E Barthman Ave,1,3,N/A,39.92,-82.99,4
1006150,12-Dec-17,Kentucky,Louisville,17th and Gallagher Streets,0,4,N/A,38.24,-85.78,4
1006446,12-Dec-17,Texas,Garland,1301 Rivercrest Ln,0,4,N/A,32.92,-96.61,4
1004454,9-Dec-17,Massachusetts,Boston,Proctor St,0,4,N/A,42.33,-71.07,4
1002514,6-Dec-17,Illinois,Chicago,4620 N Broadway,0,4,N/A,41.97,-87.66,4
1001566,4-Dec-17,Pennsylvania,Pittsburgh,7200 block of Everton St,2,2,N/A,40.46,-79.89,4
1000479,3-Dec-17,Tennessee,Memphis,656 Marshall Ave,1,3,N/A,35.14,-90.04,4
999969,2-Dec-17,Michigan,Detroit,5200 Woodward Avenue,0,4,N/A,42.36,-83.06,4
998843,30-Nov-17,Michigan,Detroit,11000 block of Gunston,1,4,N/A,42.41,-82.99,5
994323,24-Nov-17,Mississippi,Brookhaven,119 Martin Street,1,6,N/A,31.58,-90.44,7
995015,24-Nov-17,Ohio,Cleveland,11618 Buckeye Rd,1,5,N/A,41.48,-81.6,6
991017,18-Nov-17,Minnesota,Minneapolis,3600 block of N Emerson Ave,0,4,N/A,45.02,-93.29,4
990974,17-Nov-17,Louisiana,New Iberia,900 Block of Mississippi St,0,4,N/A,30.01,-91.84,4
989838,16-Nov-17,Georgia,Columbus,1400 block of 15th Street,0,7,N/A,32.47,-84.97,7
988824,14-Nov-17,California,Richmond,900 Block of View Dr,2,2,N/A,37.98,-122.31,4
987611,14-Nov-17,California,Corning,17357 Stagecoach Rd,6,12,N/A,40.02,-122.39,18
986236,12-Nov-17,Indiana,Gary,4601 Melton Rd,0,7,N/A,41.59,-87.28,7
987134,12-Nov-17,California,Fresno,S Calvin Ave,0,5,N/A,36.68,-119.73,5
986816,12-Nov-17,Georgia,Atlanta,50 Lower Alabama St,2,2,N/A,33.75,-84.39,4
985582,11-Nov-17,Texas,Dallas,2532 Martin Luther King Jr Blvd,1,3,N/A,32.77,-96.77,4
985832,11-Nov-17,North Carolina,Fayetteville,2835 Bragg Blvd,1,5,N/A,35.07,-78.93,6
986092,11-Nov-17,Louisiana,New Orleans,Forstall St and Burgundy St,1,5,N/A,29.96,-90.02,6
984822,10-Nov-17,Ohio,Dayton (Trotwood),193 Olive Rd,0,4,N/A,39.75,-84.29,4
984455,9-Nov-17,Pennsylvania,Philadelphia,1800 block of Ringgold,0,4,N/A,39.93,-75.19,4
980577,5-Nov-17,Texas,Sutherland Springs,216 4th St,27,20,N/A,29.27,-98.06,47
980269,4-Nov-17,Texas,Austin,N Lamar Blvd and Masterson Pass,0,4,N/A,30.37,-97.69,4
