mission_id,mission_date,mission_year,theatre_of_operations,country,air_force,unit_id,aircraft_series,callsign,mission_type,takeoff_base,takeoff_location,takeoff_latitude,takeoff_longitude,target_id,target_country,target_city,target_type,target_industry,target_priority,target_latitude,target_longitude,altitude_100ft,airborne_aircraft,attacking_aircraft,bombing_aircraft,aircraft_returned,aircraft_failed,aircraft_damaged,aircraft_lost,high_explosives,high_explosives_type,high_explosives_mass_lbs,high_explosives_weight_tons,incendiary_devices,incendiary_devices_type,incendiary_devices_weight_lbs,incendiary_devices_weight_tons,fragmentation_devices,fragmentation_devices_type,fragmentation_devices_weight_lbs,fragmentation_devices_weight_tons,total_weight_lbs,total_weight_tons,time_over_target,bomb_damage_assessment,source_id
145973,3/6/1943,1943,ETO,,,,B17,,,,,,,25528,FRANCE,LORIENT,SUB BASE,SUBMARINE PENS AND YARDS,1,47.75,-3.35,240,,,,,,,,,,,8,,,,,,,,,,8,,,194026
145974,3/6/1943,1943,ETO,,,,SB24,,,,,,,5882,FRANCE,BREST,NAVAL INSTALLATIONS,NAVAL INSTALLATIONS,1,48.4,-4.5,225,,,,,,,,,,,9,,,,,,,,,,9,,,194018
145975,3/6/1943,1943,ETO,,,,B24,,,,,,,5882,FRANCE,BREST,NAVAL INSTALLATIONS,NAVAL INSTALLATIONS,1,48.4,-4.5,225,,,,,,,,,,,9,,,,,,,,,,9,,,194023
145976,3/6/1943,1943,ETO,,,,SB17,,,,,,,25528,FRANCE,LORIENT,SUB BASE,SUBMARINE PENS AND YARDS,1,47.75,-3.35,220,,,,,,,,,,,13,,,,,,,,,,13,,,194022
145977,3/6/1943,1943,ETO,,,,B17,,,,,,,25528,FRANCE,LORIENT,SUB BASE,SUBMARINE PENS AND YARDS,1,47.75,-3.35,220,,,,,,,,,,,13,,,,,,,,,,13,,,194027
145978,3/6/1943,1943,CBI,USA,10 AF,IATF (436 BS),B24,,1,BISHINUPUR,INDIA,23.08,87.32,,BURMA,MYITNGE BRIDGE,BRIDGE,,,21.876687,95.996137,,6,6,6,,,,,,,29500,14.75,,,,0,,,,0,29500,14.75,,,48
145979,3/6/1943,1943,CBI,USA,10 AF,IATF (9 BS),B24,,1,GAYA,INDIA,24.74444,84.951111,,BURMA,RANGOON RIVER,SHIPPING,,,16.769211,96.158739,,4,4,4,,,,,,,18000,9,,,,0,,,,0,18000,9,,,51
145980,3/6/1943,1943,CBI,USA,10 AF,IATF (492 BS),B24,,1,BISHINUPUR,INDIA,23.08,87.32,,BURMA,MOULMEIN,DOCK,,,16.491389,97.625556,,3,3,3,,,,,,,13500,6.75,,,,0,,,,0,13500,6.75,,,50
145981,3/6/1943,1943,CBI,USA,10 AF,IATF (9 BS),B24,,1,GAYA,INDIA,24.74444,84.951111,,BURMA,PAGODA POINT L/G,SHIPPING,,,15.2,97.76666667,,2,2,2,,,,,,,5000,2.5,,,,0,,,,0,5000,2.5,,,49
145982,3/6/1943,1943,PTO,USA,5 AF,89 S,A20,,10,,,,,,NEW GUINEA,GUADAGASAL,AREA,,1,-7.25,147.0833333,20,,3,,,,,,,100 LB GP (GP-M30),,1,,,,,,,,,,1,,,8199
45057,3/7/1943,1943,PTO,USA,7 AF,90 BS,A20,,10,,,,,,BISMARK ARCHIPELAGO,BAUDISSIN,SHIPPING,,1,-2.7,150.65,1,,9,,,,,,52,500 LB GP (GP-M43/M64),,13,,,,,,,,,,13,,,508
57370,3/7/1943,1943,PTO,USA,7 AF,82 FS,P39,,10,,,,,,BISMARK ARCHIPELAGO,BAMGULA BAY,UNIDENTIFIED TARGET,,1,-5.366666667,150.8666667,,,3,,,,,,4,500 LB GP (GP-M43/M64),,1,,,,,,,,,,1,,,504
124065,3/7/1943,1943,PTO,USA,7 AF,400 BS,B24,,1,,,,,,BISMARK ARCHIPELAGO,BAROKE,RUNWAY,,1,-6.283333333,150.4333333,105,,4,,,,,,14,1000 LB GP (GP-M44/M65),,7,,,,,,,,,,7,,,506
145983,3/7/1943,1943,PTO,USA,5 AF,89 S,A20,,10,,,,,,NEW GUINEA,GUADAGASAL,AREA,,1,-7.25,147.0833333,12,,3,,,,,,20,100 LB GP (GP-M30),,1,,,,,,,,,,1,,,8200
145984,3/7/1943,1943,PTO,USA,5 AF,89 S,A20,,10,,,,,,NEW GUINEA,GUADAGASAL,AREA,,1,-7.25,147.0833333,12,,3,,,,,,20,100 LB GP (GP-M30),,1,,,,,,,,,,1,,,8201
145988,3/7/1943,1943,CBI,USA,10 AF,26 FS,P40,,10,,,,,,BURMA,MAINGKWAN,UNIDENTIFIED TARGET,,1,26.33333333,96.58333333,18,,2,,,,,,0,100 LB GP (GP-M30),,,,,,,0,20 LB FRAG,,,,,,,32223
145989,3/7/1943,1943,CBI,USA,10 AF,22 BS,B25,,1,,,,,,BURMA,GOKTEIK,VIADUCT,,1,22.33333333,96.86666667,90,,6,,,,,,,1000 LB GP (GP-M44/M65),,9,,,,,,,,,,9,,,29414
145990,3/7/1943,1943,CBI,USA,10 AF,491 BS,B25,,1,,,,,,BURMA,GOKTEIK,VIADUCT,,1,22.33333333,96.86666667,90,,6,,,,,,,1000 LB GP (GP-M44/M65),,9,,,,,,,,,,9,,,29415
145991,3/7/1943,1943,MTO,,,,GB17,,,,,,,40647,TUNISIA,SOUSSE,,PORTS AND HARBORS,1,35.83,10.6,245,,,,,,,,,,,2,,,,,,,,,,2,,,194028
145992,3/7/1943,1943,MTO,,,,B17,,,,,,,40647,TUNISIA,SOUSSE,,PORTS AND HARBORS,1,35.83,10.6,245,,,,,,,,,,,2,,,,,,,,,,2,,,194029
145993,3/7/1943,1943,,USA,8 AF,,B25,,,,,,,44333,UNKNOWN OR NOT INDICATED,UNIDENTIFIED,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,1,,,,6,6,6,,,,,,,,9,,,,,,,,,,9,,,194030
145994,3/7/1943,1943,,USA,8 AF,,B25,,,,,,,44333,UNKNOWN OR NOT INDICATED,UNIDENTIFIED,UNIDENTIFIED TARGET,UNIDENTIFIED TARGETS,1,,,,6,6,6,,,,,,,,9,,,,,,,,,,9,,,291605
145995,3/7/1943,1943,CBI,USA,10 AF,IATF (491/22 BS),B25,,1,CHAKULIA,INDIA,22.466803,86.7107,,BURMA,GOKTEIK VIADUCT,RR BRIDGE,,,22.343056,96.859722,,12,12,12,,,,,,,36000,18,,,,0,,,,0,36000,18,,,30
145996,3/8/1943,1943,CBI,USA,10 AF,491 BS,B25,,1,,,,,,BURMA,MYITNGE,BRIDGE,,1,21.85,96.06666667,150,,6,,,,,,80,100 LB GP (GP-M30),,4,,,,,,,,,,4,,,34854
145997,3/8/1943,1943,CBI,USA,10 AF,493 BS,B24,,1,,,,,,BURMA,BASSEIN,RICE MILL,,1,16.78333333,94.73333333,128,,4,,,,,,32,500 LB GP (GP-M43/M64),,8,,,,,,,,,,8,,,28864
145998,3/8/1943,1943,PTO,USA,5 AF,319 BS,B24,,6,,,,,,PHILIPPINE ISLANDS,BATON,UNIDENTIFIED TARGET,,2,8.25,123.75,100,,1,,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2,,,15012
145999,3/8/1943,1943,PTO,USA,5 AF,319 BS,B24,,6,,,,,,NEW GUINEA,BABO,UNIDENTIFIED TARGET,,1,-2.583333333,133.4166667,80,,1,,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2,,,6365
146000,3/8/1943,1943,PTO,USA,5 AF,319 BS,B24,,6,,,,,,NEW GUINEA,CAPE VALSCHE,UNIDENTIFIED TARGET,,1,-8.416666667,137.6666667,70,,1,,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2,,,7517
146301,3/8/1943,1943,PTO,USA,5 AF,63 BS,B17,,6,,,,,,NEW GUINEA,WEWAK,AIRFIELD,,1,-3.583333333,143.6666667,80,,1,,,,,,4,500 LB GP (GP-M43/M64),,1,,,,,,,,,,1,,,12990
146302,3/8/1943,1943,PTO,USA,5 AF,64 BS,B17,,6,,,,,,NEW GUINEA,FINKSCHHAFEN,UNIDENTIFIED TARGET,,1,-6.5,147.8333333,50,,1,,,,,,4,500 LB GP (GP-M43/M64),,1,,,,,,,,,,1,,,8004
146303,3/8/1943,1943,CBI,USA,10 AF,22 BS,B25,,1,,,,,,BURMA,MYITNGE,BRIDGE,,1,21.85,96.06666667,130,,6,,,,,,,1000 LB GP (GP-M44/M65),,6,,,,,,,,,,6,,,34853
146304,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.45,11.08,160,,,,,,,,,,,52,,,,129,,,,,,181,,,291616
146305,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.45,11.08,160,,,,,,,,,,,26,,,,68,,,,,,94,,,291617
146306,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.45,11.08,160,,,,,,,,,,,9,,,,,,,,,,9,,,291619
146307,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.45,11.08,160,,,,,,,,,,,1,,,,3,,,,,,4,,,291620
146308,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.45,11.08,160,,,,,,,,,,,1,,,,1,,,,,,2,,,291621
146309,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.45,11.08,160,,,,,,,,,,,2,,,,3,,,,,,5,,,291622
146310,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.45,11.08,160,7,7,7,,,,,,,,4,,,,,,,,,,4,,,291623
146311,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,2,49.45,11.08,160,94,94,94,,,,,,,,8,,,,,,,,,,8,,,291624
146312,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.45,11.08,160,,,,,,,,,,,306,,,,,,,,,,306,,,291625
146313,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,31371,GERMANY,NURNBERG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.45,11.08,,,,,,,,,,,,,,,,277,,,,,,277,,,291618
146314,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,13122,GERMANY,ESSEN,BUILDINGS,CITIES TOWNS AND URBAN AREAS,,51.43,7,290,,,,,,,,,,,,,,,,,,,,,,,,291611
146315,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,13122,GERMANY,ESSEN,BUILDINGS,CITIES TOWNS AND URBAN AREAS,,51.43,7,290,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291612
146316,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,17556,GERMANY,HAGEN,BLDG,CITIES TOWNS AND URBAN AREAS,,51.37,7.47,280,,,,,,,,,,,,,,,,,,,,,,,,291613
146317,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,17556,GERMANY,HAGEN,BLDG,CITIES TOWNS AND URBAN AREAS,,51.37,7.47,280,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291614
146318,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,220,,,,,,,,,,,10,,,,,,,,,,10,,,158911
146319,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,220,,,,,,,,,,,8,,,,,,,,,,8,,,158913
146320,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,220,,,,,,,,,,,10,,,,,,,,,,10,,,158921
146321,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,220,,,,,,,,,,,13,,,,,,,,,,13,,,158922
146322,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,220,,,,,,,,,,,8,,,,,,,,,,8,,,158923
146323,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,218,,,,,,,,,,,5,,,,,,,,,,5,,,158912
146324,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,210,,,,,,,,,,,13,,,,,,,,,,13,,,158917
146325,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,210,,,,,,,,,,,5,,,,,,,,,,5,,,158925
146326,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,209,,,,,,,,,,,12,,,,,,,,,,12,,,158914
146327,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,209,,,,,,,,,,,8,,,,,,,,,,8,,,158915
146328,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,209,,,,,,,,,,,5,,,,,,,,,,5,,,158916
146329,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,209,,,,,,,,,,,5,,,,,,,,,,5,,,158926
146330,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,200,,,,,,,,,,,10,,,,,,,,,,10,,,158918
146331,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,200,,,,,,,,,,,5,,,,,,,,,,5,,,158919
146332,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,200,,,,,,,,,,,8,,,,,,,,,,8,,,158920
146333,3/8/1943,1943,ETO,USA,9 AF,,B17,,,,,,,36098,FRANCE,RENNES,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,48.12,-1.67,195,,,,,,,,,,,10,,,,,,,,,,10,,,158924
146334,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,9308,GERMANY,COLOGNE,CITY AREA,CITIES TOWNS AND URBAN AREAS,,50.93,6.95,290,,,,,,,,,,,,,,,,,,,,,,,,291609
146335,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,9308,GERMANY,COLOGNE,CITY AREA,CITIES TOWNS AND URBAN AREAS,,50.93,6.95,290,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291610
146336,3/8/1943,1943,ETO,,,,B24,,,,,,,37213,FRANCE,ROUEN,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,49.43,1.08,225,,,,,,,,,,,3,,,,,,,,,,3,,,158927
146337,3/8/1943,1943,ETO,,,,B24,,,,,,,37213,FRANCE,ROUEN,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,49.43,1.08,220,,,,,,,,,,,6,,,,,,,,,,6,,,158928
146338,3/8/1943,1943,ETO,,,,B24,,,,,,,37213,FRANCE,ROUEN,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,49.43,1.08,220,,,,,,,,,,,6,,,,,,,,,,6,,,158929
146339,3/8/1943,1943,ETO,,,,B24,,,,,,,37213,FRANCE,ROUEN,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",1,49.43,1.08,215,,,,,,,,,,,18,,,,,,,,,,18,,,158930
146340,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,2031,FRANCE,AULNOYE,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",,50.2,3.83,,10,10,10,,,,,,,,10,,,,,,,,,,10,,,291606
146341,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,3577,FRANCE,BERCK SUR MER,AIRDROME,AIR FIELDS AND AIRDROMES,,50.4,1.57,,,,,,,,,,,,,,,,1,,,,,,1,,,291607
146342,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,3577,FRANCE,BERCK SUR MER,AIRDROME,AIR FIELDS AND AIRDROMES,,50.4,1.57,,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291608
146343,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,25147,GERMANY,LINGEN,RY WORK SHOPS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES,,52.53,7.33,,2,2,2,,,,,,,,2,,,,,,,,,,2,,,93368
146344,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,25147,GERMANY,LINGEN,RY WORK SHOPS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES,,52.53,7.33,,2,2,2,,,,,,,,2,,,,,,,,,,2,,,194031
146345,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,25147,GERMANY,LINGEN,CITY AREA,CITIES TOWNS AND URBAN AREAS,,52.53,7.33,,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291615
146346,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,40735,GERMANY,SPEYER,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.32,8.43,,,,,,,,,,,,,,,,1,,,,,,1,,,291626
146347,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,40735,GERMANY,SPEYER,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.32,8.43,,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291627
146348,3/8/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,42892,FRANCE,TERGNIER,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",,49.65,3.28,,3,3,3,,,,,,,,3,,,,,,,,,,3,,,291628
146349,3/8/1943,1943,CBI,USA,10 AF,,B24,,1,PANDAVESWAR,INDIA,23.646067,87.347661,,BURMA,BASSEIN,DOCK,,,16.766667,94.716667,,4,4,4,,,,,,,15500,7.75,,,,0,,,,0,15500,7.75,,,52
146350,3/8/1943,1943,CBI,USA,10 AF,IATF (22 BS),B25,,1,CHAKULIA,INDIA,22.466803,86.7107,,BURMA,MYITNGE BRIDGE,BRIDGE,,,21.876687,95.996137,,6,6,6,,,,,,,12000,6,,,,0,,,,0,12000,6,,,31
146351,3/8/1943,1943,CBI,USA,10 AF,IATF (491 BS),B25,,1,CHAKULIA,INDIA,22.466803,86.7107,,BURMA,MYITNGE AA POSITION,AA POSITION,,,21.85,96.06666667,,6,6,6,,,,,,,7200,3.6,,,,0,,,,0,7200,3.6,,,32
55341,3/9/1943,1943,PTO,USA,7 AF,501 BS,B25,,3,,,,,,BISMARK ARCHIPELAGO,BEAR POINT,UNIDENTIFIED TARGET,,1,-2.016666667,147.35,2,,6,,,,,,24,500 LB GP (GP-M43/M64),,6,,,,,,,,,,6,,,510
146352,3/9/1943,1943,CBI,USA,10 AF,25 FS,P40,,10,,,,,,BURMA,MOGAUNG,UNIDENTIFIED TARGET,,1,25.3,96.93333333,20,,7,,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,0,20 LB FRAG,,,,2,,,33219
146353,3/9/1943,1943,CBI,USA,10 AF,26 FS,P40,,10,,,,,,BURMA,MOGAUNG,UNIDENTIFIED TARGET,,1,25.3,96.93333333,18,,8,,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,0,20 LB FRAG,,,,2,,,33221
146354,3/9/1943,1943,CBI,USA,10 AF,26 FS,P40,,10,,,,,,BURMA,MOGAUNG,UNIDENTIFIED TARGET,,1,25.3,96.93333333,18,,8,,,,,,8,500 LB GP (GP-M43/M64),,2,,,,,0,20 LB FRAG,,,,2,,,33222
146355,3/9/1943,1943,CBI,USA,10 AF,25 FS,P40,,10,,,,,,BURMA,MOGAUNG,UNIDENTIFIED TARGET,,1,25.3,96.93333333,20,,8,,,,,,4,500 LB GP (GP-M43/M64),,1,,,,,0,20 LB FRAG,,,,1,,,33220
146357,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,11602,GERMANY,DUISBURG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,51.43,6.75,280,,,,,,,,,,,,,,,,,,,,,,,,291631
146358,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,11602,GERMANY,DUISBURG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,51.43,6.75,280,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291632
146359,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,11602,GERMANY,DUISBURG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,51.43,6.75,280,,,,,,,,,,,,,,,,,,,,,,,,300137
146360,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,11602,GERMANY,DUISBURG,CITY AREA,CITIES TOWNS AND URBAN AREAS,,51.43,6.75,280,1,1,1,,,,,,,,1,,,,,,,,,,1,,,300138
146361,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,13122,GERMANY,ESSEN,BUILDINGS,CITIES TOWNS AND URBAN AREAS,,51.43,7,280,,,,,,,,,,,,,,,,,,,,,,,,291634
146362,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,13122,GERMANY,ESSEN,BUILDINGS,CITIES TOWNS AND URBAN AREAS,,51.43,7,280,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291635
146363,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,29504,GERMANY,MULHEIM,TOWN,CITIES TOWNS AND URBAN AREAS,,47.8,7.63,280,,,,,,,,,,,,,,,,,,,,,,,,291641
146364,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,29504,GERMANY,MULHEIM,TOWN,CITIES TOWNS AND URBAN AREAS,,47.8,7.63,280,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291642
146365,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,29563,GERMANY,MUNICH,CITY AREA,CITIES TOWNS AND URBAN AREAS,,48.13,11.58,145,,,,,,,,,,,43,,,,,,,,,,43,,,291643
146366,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,29563,GERMANY,MUNICH,CITY AREA,CITIES TOWNS AND URBAN AREAS,,48.13,11.58,145,,,,,,,,,,,240,,,,78,,,,,,318,,,291644
146367,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,29563,GERMANY,MUNICH,CITY AREA,CITIES TOWNS AND URBAN AREAS,,48.13,11.58,145,,,,,,,,,,,12,,,,226,,,,,,238,,,291645
146368,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,29563,GERMANY,MUNICH,CITY AREA,CITIES TOWNS AND URBAN AREAS,,48.13,11.58,145,,,,,,,,,,,10,,,,,,,,,,10,,,291646
146369,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,29563,GERMANY,MUNICH,CITY AREA,CITIES TOWNS AND URBAN AREAS,2,48.13,11.58,145,18,18,18,,,,,,,,12,,,,4,,,,,,16,,,291647
146370,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,HVY,,,,,,,37665,GERMANY,SAARBRUCKEN,CITY AREA,CITIES TOWNS AND URBAN AREAS,,49.23,6.98,,2,2,2,,,,,,,,2,,,,2,,,,,,4,,,291648
146371,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,4614,GERMANY,BOCHUM,CITY,CITIES TOWNS AND URBAN AREAS,,51.52,7.2,280,,,,,,,,,,,,,,,,,,,,,,,,291629
146372,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,4614,GERMANY,BOCHUM,CITY,CITIES TOWNS AND URBAN AREAS,,51.52,7.2,280,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291630
146373,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,17714,GERMANY,HAMBORN,CITY AREA,CITIES TOWNS AND URBAN AREAS,,51.47,6.78,280,,,,,,,,,,,,,,,,,,,,,,,,291637
146374,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,17714,GERMANY,HAMBORN,CITY AREA,CITIES TOWNS AND URBAN AREAS,,51.47,6.78,280,1,1,1,,,,,,,,1,,,,,,,,,,1,,,291639
146375,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,WELL,,,,,,,11602,GERMANY,DUISBURG,,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",,51.43,6.75,,2,2,2,,,,,,,,1,,,,,,,,,,1,,,291633
146376,3/9/1943,1943,ETO,GREAT BRITAIN,RAF,,LGT,,,,,,,17714,GERMANY,HAMBORN,CITY AREA,CITIES TOWNS AND URBAN AREAS,,51.47,6.78,,,,,,,,,,,,,,,,,,,,,,,,,291636
